wage,height,weight,age,educ,male,married
20900,165,73,57,10.5,1,1
41600,168,86,26,10,1,0
35600,170,72,42,18,1,1
43200,162,55,38,16,0,0
43200,177,73,56,13,1,0
35600,170,78,38,16,0,1
31600,176,82,49,10.5,1,1
68300,185,93,48,18,1,1
31700,175,80,52,11,1,1
48290,176,90,43,11,1,1
28950,175,95,46,9,1,1
44400,168,75,33,9,1,1
42900,176,95,49,9,1,1
19200,185,79,23,12,1,0
73400,173,74,41,14.5,1,0
28600,157,64,59,9,1,1
23900,168,56,36,9,1,1
32550,186,90,37,9,1,1
49305,160,85,59,9,1,1
27601,151,65,55,9,0,1
24215,180,89,37,9,1,1
92440,170,79,41,17,1,0
27890,164,54,28,10.5,0,0
26169,157,54,36,12,0,0
29000,188,93,37,11.5,1,0
22600,175,84,58,14,1,1
27300,165,62,27,11.5,0,0
120000,178,78,38,18,1,0
18000,176,61,27,10.5,1,0
19200,163,60,51,10.5,0,0
240000,177,82,43,10.5,1,1
14400,163,57,39,9,0,1
40000,182,90,48,12,1,1
53600,173,80,43,10.5,1,1
85800,178,78,38,18,1,1
47370,183,95,42,14,1,0
26000,154,55,57,11,0,0
25650,157,62,27,10.5,0,0
60400,185,95,40,18,1,1
35300,179,82,33,10.5,1,0
32300,173,78,27,13,1,1
22799,165,95,31,11.5,1,1
27200,167,73,49,12,1,1
24100,160,75,55,9,1,1
23440,150,74,53,9,0,1
13500,152,80,34,9,0,1
17444,172,85,37,9,1,1
26300,165,59,47,11.5,0,0
28950,171,70,47,10.5,1,1
33840,182,90,44,15,1,1
19950,158,52,42,12,0,1
48300,156,66,63,9,1,0
27600,173,76,33,9,1,0
27200,168,72,49,9,1,0
57600,181,79,33,12,1,0
42900,176,105,45,11,1,1
31600,178,78,45,10.5,1,1
45600,175,77,41,15,1,0
36000,169,77,64,10.5,1,1
34000,158,74,54,11.5,0,1
36000,165,85,57,8.5,1,1
31735,157,55,26,18,0,0
24300,168,73,54,9,0,1
31600,170,90,40,9,1,1
20780,150,53,58,9,0,1
29500,166,62,36,10.5,1,0
26600,161,65,35,10,0,0
29400,160,80,29,11.5,0,1
31810,173,80,44,9,1,1
32400,169,72,41,14,1,1
19290,175,66,20,9,1,0
15700,175,92,33,11,1,0
28200,175,74,25,13.5,1,1
15000,160,57,24,11,0,1
26795,169,94,47,9,1,0
51500,180,105,42,11,1,1
30750,176,75,44,15,1,1
27000,155,90,53,9,1,1
14600,180,78,28,11.5,1,0
15000,167,60,45,9,0,1
42752,183,96,49,11.5,1,1
37800,180,85,26,10.5,1,0
28950,182,86,33,11.5,1,0
15050,172,60,23,11.5,0,0
33763,175,90,31,11,1,0
31300,168,72,51,10,0,0
35401,187,100,39,12,1,1
39601,176,82,51,9,1,1
33000,170,76,33,10.5,1,1
30600,177,89,37,12,1,0
27800,169,56,32,18,0,0
16800,164,50,36,11.5,0,0
27250,168,55,26,13,0,0
23000,160,70,60,10.5,0,1
14383,175,64,27,11.5,0,0
38750,187,102,36,10.5,1,0
33200,168,64,30,11.5,0,0
37800,172,70,35,7,1,1
72000,183,82,38,12,1,1
14400,176,80,30,9,1,0
63600,187,100,29,10.5,1,1
63017,170,81,37,18,1,1
28100,170,82,50,11,1,1
13200,162,58,49,9,0,1
25870,165,59,29,11.5,0,0
60000,180,76,30,11.5,1,0
28400,168,72,39,10.5,1,0
28400,170,72,47,11,1,0
54700,169,59,37,18,0,1
37554,164,92,59,9,0,0
25000,165,75,30,11.5,0,0
48100,193,125,40,11.5,1,0
45125,166,107,32,14.5,0,1
59696,192,98,37,11.5,1,1
37043,170,63,28,13.5,0,1
56500,182,89,30,10.5,1,1
15260,172,63,30,9,0,1
29400,182,79,33,11.5,1,1
35100,175,85,58,11,1,0
52800,163,57,41,12,0,0
34990,180,80,39,11.5,1,0
24000,176,78,39,10,0,0
20884,165,85,56,11.5,0,1
22350,157,50,40,10.5,0,0
66350,186,91,35,14,1,0
62400,180,72,31,18,0,0
26950,190,85,28,11,1,0
26400,196,122,28,10.5,1,0
34000,170,96,38,11,0,0
32606,164,69,61,9,0,1
30100,186,100,49,10.5,1,1
29000,175,100,55,9,1,1
54000,166,79,43,10.5,0,0
47400,185,94,52,10.5,1,1
60000,173,86,38,11,1,1
31020,185,90,26,9,1,0
36900,174,82,49,12,1,1
28000,160,67,58,9,0,0
31200,184,90,34,10.5,1,1
24000,176,83,38,10.5,1,1
39700,173,82,49,10.5,1,1
15960,162,68,42,10.5,0,1
18600,160,100,33,10.5,0,1
50400,180,104,42,10.5,1,1
22950,189,90,30,10.5,1,0
99200,180,77,43,15,1,1
61000,190,95,42,18,1,1
28800,170,55,37,18,0,1
31060,159,62,57,9,0,0
23800,166,70,63,10.5,1,1
36700,175,67,38,11.5,1,1
24360,178,82,49,9,1,0
19550,168,96,32,10.5,0,0
20800,157,61,56,9,0,1
28100,165,86,61,9,1,1
15600,174,90,37,11,1,1
25480,169,69,38,11,0,1
17400,160,78,52,7,0,0
45692,168,85,54,11.5,1,0
26020,173,85,31,14.5,1,0
47900,168,65,59,12,1,1
18200,158,65,58,9,0,1
28800,167,75,63,12,1,1
31200,180,75,30,9,1,1
28100,172,68,35,9,1,1
12300,168,62,33,9,0,1
31200,168,86,58,9,1,1
31200,164,82,50,10.5,0,1
32200,167,85,31,10.5,1,0
52400,170,80,59,10.5,1,1
32400,167,86,62,10.5,1,1
31000,170,95,58,10.5,1,1
31400,160,55,27,11.5,1,0
30000,180,93,45,10.5,1,0
27500,171,78,61,10,0,1
22320,156,90,52,10.5,0,1
20700,165,70,62,11.5,0,1
21800,169,68,40,11.5,0,1
30000,186,91,43,9,1,1
30300,187,100,37,10.5,1,1
39600,165,70,28,11.5,0,0
24000,187,92,39,11,1,0
31830,168,63,48,12,0,1
62000,168,75,55,18,0,1
48000,178,70,30,16,1,0
42302,165,68,30,11.5,0,1
45740,174,130,54,15,0,1
40320,186,95,44,13,1,1
27080,157,78,44,7,0,0
51000,160,73,48,16,0,1
64400,180,88,38,16,1,0
64660,158,52,37,16,0,1
47800,193,104,34,11.5,1,1
41669,170,83,44,12,1,0
36800,186,90,44,10.5,1,0
37252,176,88,32,7,1,0
46750,186,96,32,18,1,0
38100,179,85,40,11.5,1,0
23494,170,58,39,10.5,0,0
34800,165,86,42,12,1,1
89000,180,92,40,18,1,1
23800,165,60,64,7,1,0
41100,163,69,50,11.5,0,1
38800,160,76,53,14.5,0,1
35088,170,72,59,12,1,1
33200,165,65,52,11.5,0,1
41900,168,83,55,7,1,1
13600,172,74,21,9,1,0
16000,162,60,33,11,0,0
40700,170,82,45,9,1,1
48000,185,70,47,15,1,0
79864,192,79,49,16,1,0
27600,180,87,39,11.5,1,1
32170,182,68,43,10.5,1,0
21600,180,96,39,11,1,0
30002,169,70,43,12,0,0
34400,172,70,40,10.5,1,0
50600,160,68,46,7,1,0
24100,165,83,39,10.5,0,0
17756,153,69,49,9,0,0
20500,160,57,21,9,0,0
40804,161,82,55,10.5,1,1
40204,150,53,53,9,0,1
29380,173,86,39,10.5,1,1
31200,169,70,33,9,1,0
54000,175,82,36,7,1,0
38700,178,83,49,10.5,1,1
35532,158,60,45,15,0,0
34600,180,90,35,10.5,1,1
35400,170,88,46,11.5,1,1
31000,180,78,34,11.5,1,1
19200,178,85,33,9,1,1
22868,155,54,35,11.5,0,0
21600,170,83,38,10.5,1,1
115494,156,49,29,12,0,1
39600,180,90,27,11.5,1,1
24167,170,75,45,9,1,1
27740,150,50,43,9,0,1
24000,178,70,50,10,1,1
20800,169,92,41,9,0,1
27300,170,90,42,10.5,1,1
32775,180,93,40,10.5,1,1
48500,173,82,40,9,1,1
26200,172,89,34,10.5,1,1
34700,180,76,43,9,1,1
18500,189,79,28,11,1,1
25200,165,98,42,10.5,0,0
53100,173,95,42,13,1,1
26800,169,65,38,7,1,1
18035,181,85,27,10,1,1
30000,173,86,34,13,1,1
19080,165,65,35,11,0,0
40300,164,72,34,11,1,1
24002,171,99,33,15,1,1
27600,174,80,31,7,1,1
27600,165,68,40,10.5,0,1
30000,178,105,38,8.5,1,1
24000,176,86,35,10.5,1,1
28450,185,76,39,9,1,1
15750,183,76,32,13.5,1,1
25000,176,78,32,10.5,1,1
33600,170,70,37,10.5,1,1
12500,162,64,40,9,0,1
19200,170,85,42,7,1,1
24800,172,74,43,9,0,1
28400,180,80,43,15,1,1
28428,179,84,37,11,1,1
19260,159,70,40,10.5,0,1
27140,172,60,45,9,1,1
21600,173,78,32,15,1,0
27700,167,96,58,9,1,1
40500,178,78,30,13,1,1
31720,180,86,33,11,1,1
39000,174,75,44,10.5,1,1
21080,151,52,43,15,0,1
37882,168,71,43,11,1,1
41440,170,76,43,11.5,1,1
28800,175,78,34,10,1,1
30000,172,91,43,9,1,1
57808,180,92,37,10.5,1,1
37200,174,74,43,11.5,0,1
34400,174,90,50,9,1,1
34100,176,80,33,10.5,1,1
36000,169,74,41,9,1,1
41600,165,72,43,9,1,1
40000,180,105,43,10.5,1,1
40500,170,85,51,9,1,1
30000,156,63,51,9,0,1
27190,167,75,33,14.5,0,0
38300,176,60,23,11.5,1,0
37000,179,73,34,11.5,1,1
20238,170,68,53,16,0,1
67500,176,67,41,18,1,0
45500,166,67,44,11,1,1
38400,174,70,41,10.5,1,1
61900,185,85,37,16,1,1
31600,178,72,28,12,1,1
40700,184,77,30,10.5,1,1
43500,175,83,44,9,1,1
44400,174,83,35,14.5,1,1
39500,178,90,51,10.5,1,1
35780,169,64,53,10.5,1,0
58400,178,80,41,16,1,1
46600,180,85,44,14,1,1
30800,151,49,38,9,0,1
36000,165,65,45,10,1,1
17400,178,78,34,15,1,1
48000,155,60,34,18,0,0
28600,177,58,39,9,1,1
34650,163,85,55,12,0,0
28600,176,78,34,10.5,1,1
27238,176,92,30,10.5,1,0
36000,176,96,35,11,1,1
32000,178,70,46,10.5,1,1
34600,172,96,39,11,1,1
23998,165,80,58,9,1,1
42000,193,90,39,13,1,1
38200,172,100,38,9,1,1
43160,178,79,40,10.5,1,1
20400,176,95,46,10.5,1,1
32400,184,87,45,7,1,1
29040,163,62,38,9,1,1
96000,172,76,39,18,1,0
28000,162,85,36,9,0,0
36831,175,108,41,11.5,1,1
30014,180,110,38,10.5,1,1
27600,175,80,45,7,1,1
14400,166,63,43,7,0,1
28400,180,82,43,9,1,1
15736,173,80,29,9,1,1
24000,168,64,24,11.5,0,1
21600,185,80,24,10.5,1,1
41600,155,70,41,9,0,0
20110,165,63,42,9,0,1
42000,179,97,40,10.5,1,1
29300,170,82,36,11,1,1
65500,170,77,33,18,1,1
29100,185,80,61,10.5,1,1
24000,169,81,27,9,1,0
25200,175,84,33,11.5,1,1
29700,178,90,32,10,1,1
30500,168,70,26,13.5,0,1
26600,168,75,40,9,1,1
21508,154,53,39,12,0,1
52120,182,86,41,10.5,1,1
39789,178,79,31,10.5,1,1
42800,175,105,48,10.5,1,1
33200,158,53,25,11.5,0,1
36300,185,103,27,11.5,1,1
22800,163,74,33,10.5,1,1
18400,170,70,26,9,0,0
29900,191,112,54,10,1,1
60700,183,99,53,18,1,1
60000,175,100,51,18,0,1
23000,167,66,59,10.5,0,1
53572,178,72,45,18,0,0
22100,171,61,46,14.5,0,0
58200,191,100,44,11.5,1,0
16780,168,63,44,11.5,0,0
23800,180,84,47,11.5,1,0
32437,181,75,37,11.5,0,0
24540,178,78,46,18,1,1
19500,176,67,48,10.5,1,1
42000,180,100,62,14,1,1
96000,182,90,32,13,1,0
96000,184,130,50,18,1,1
47000,185,97,43,10.5,1,1
24700,173,90,44,15,0,1
25200,170,70,59,10.5,1,1
59668,173,93,50,10.5,1,1
49699,160,54,47,12,0,1
30350,178,78,41,10.5,1,0
22848,172,80,43,11.5,0,1
51795,176,115,46,10.5,1,1
30000,174,59,38,10,0,0
32197,178,74,40,14.5,1,0
35600,174,80,62,11,1,1
44060,194,97,43,16,1,0
37850,180,74,39,11.5,0,0
26400,163,65,39,10.5,1,1
27200,172,87,36,10.5,1,1
48000,194,101,31,10.5,1,0
29261,180,70,29,12,0,0
31450,192,96,36,11.5,1,1
38000,185,104,55,10.5,1,1
21080,175,82,53,10.5,0,1
46800,188,75,60,11.5,1,0
58045,170,75,47,18,1,1
47905,160,60,42,13,0,1
32400,187,77,41,15,1,1
54000,170,65,39,18,0,1
76950,185,80,44,16,1,1
72850,184,95,39,14,1,1
31400,185,160,42,10.5,1,0
13200,176,102,29,12,1,1
96000,170,74,54,15,1,1
45443,178,89,50,11.5,1,0
44000,180,86,42,11,1,1
27936,185,86,63,11.5,1,1
35350,183,110,37,10.5,1,1
29300,179,77,50,10.5,1,0
20530,181,100,35,10.5,1,0
20400,169,65,62,18,0,1
26808,178,88,62,12,1,1
39200,168,72,34,18,0,0
14880,180,95,32,9,1,0
27900,175,83,42,10,1,1
16750,165,63,43,10.5,0,0
19800,168,85,55,11.5,1,1
34000,180,91,33,14.5,1,1
31200,168,78,51,10.5,0,1
22800,174,80,42,15,1,1
27200,170,78,42,15,0,1
34420,175,78,54,11.5,0,0
30753,170,72,37,16,1,0
30014,162,80,59,18,1,0
35600,180,83,49,15,1,1
40000,186,95,46,10.5,1,1
20400,185,99,37,10.5,1,1
38269,160,90,36,11.5,0,1
27600,170,63,27,15,0,1
32700,181,83,36,12,1,1
52200,170,74,58,11.5,1,1
16650,168,73,55,10.5,1,1
23900,182,80,30,10.5,1,0
16600,161,48,26,13.5,0,0
38015,158,53,57,10.5,0,1
26400,174,80,51,10.5,1,1
21600,165,60,22,11.5,0,0
30600,183,80,23,11.5,1,0
55900,189,78,59,10.5,1,1
42110,169,72,59,18,1,0
69530,165,74,56,15,0,0
35100,172,85,38,10.5,1,1
62000,183,92,48,10.5,1,1
91300,183,73,40,11.5,1,1
54500,185,100,48,10.5,1,1
43100,165,88,55,9,1,1
50100,179,66,37,11.5,1,0
20980,166,80,54,9,0,0
34200,170,63,30,18,0,0
18600,176,74,35,13,1,0
56432,179,88,49,18,1,1
49800,183,105,48,14.5,1,1
57100,185,72,41,18,1,1
33970,169,72,45,12,0,0
68800,171,68,39,16,1,1
60200,178,85,38,18,1,0
27700,184,87,49,10.5,1,1
41300,180,80,51,12,1,1
31712,162,56,35,16,0,0
45868,165,71,41,11.5,0,0
176637,176,80,53,16,1,1
19200,163,61,51,15,0,1
24400,171,66,46,12,0,1
54200,169,78,48,9,1,1
42000,193,150,45,12,1,0
55967,179,82,37,11.5,1,0
37451,171,67,40,11.5,0,0
48313,168,75,61,10.5,1,0
56700,182,110,42,15,1,1
53280,177,91,44,14.5,0,1
24000,170,65,26,11.5,0,0
31000,186,81,31,11,1,0
36000,182,90,53,13,1,1
57800,180,77,51,16,0,1
55600,173,59,29,18,0,0
36000,187,68,30,18,1,0
24000,173,80,54,11.5,0,0
27500,172,75,28,18,0,0
63300,164,65,56,13,0,1
41200,179,79,57,9,1,1
41600,165,59,33,11.5,0,0
43800,184,86,41,18,1,1
30448,167,65,50,11,1,0
60181,188,91,34,18,1,1
24000,178,96,48,11.5,1,1
23680,164,62,52,11,0,1
32800,171,56,41,12,0,0
61100,174,64,51,18,1,1
22800,172,70,51,18,0,1
126753,176,85,51,11.5,1,0
36300,171,65,56,11.5,1,1
16900,163,70,48,11.5,0,1
39780,164,57,53,13.5,0,1
13200,181,78,28,18,1,0
32120,173,62,53,12,0,0
34906,165,70,42,18,0,1
45994,185,75,40,18,1,1
43812,168,52,40,18,0,0
35597,173,74,44,11,1,1
33993,171,68,51,13,1,0
152336,182,75,58,13.5,1,1
37211,178,65,53,16,0,1
71464,168,77,61,15,0,1
22800,160,60,30,10,0,0
42000,168,78,60,12,0,1
19200,185,112,53,11.5,1,1
19160,170,115,48,11.5,0,1
17800,174,71,29,11.5,1,0
26450,168,61,44,12,0,0
31700,164,78,49,12,0,0
20400,164,94,42,12,0,1
33700,168,96,42,11.5,1,1
14640,192,98,43,11.5,1,0
22992,190,125,42,12,1,1
31932,187,90,40,11.5,1,0
17980,170,84,40,13,0,0
14400,176,72,37,11.5,1,0
23050,176,110,29,10.5,1,0
21200,181,75,28,18,1,0
18056,186,80,43,11.5,1,1
34500,172,69,45,13,0,1
22800,190,103,49,11.5,1,1
18200,180,88,47,11.5,1,1
16800,190,115,26,11.5,1,1
17950,188,98,23,10,1,0
21600,172,80,49,13,0,1
19200,180,80,42,11.5,1,0
16246,185,81,28,11.5,1,0
22000,158,84,56,10.5,0,1
30750,183,83,49,11.5,1,1
23788,166,67,49,13,0,1
17316,162,54,43,13,0,1
25560,177,80,46,13,1,1
21600,174,72,25,12,1,0
28320,177,80,52,12,1,1
25050,183,80,35,11.5,1,0
112600,180,88,42,11.5,1,0
34200,176,80,46,18,1,0
27600,175,75,46,13,0,0
14400,165,64,52,11.5,1,1
13800,164,58,43,12,0,1
13200,165,67,24,12,0,0
16160,174,99,55,10,1,1
16160,163,105,45,16,0,1
19600,169,72,50,11.5,1,0
14520,178,72,24,14.5,0,0
25000,165,66,45,13,0,1
18000,180,80,45,11.5,1,1
18900,183,87,45,11.5,1,0
21640,182,92,56,12,1,1
14400,167,81,59,10.5,0,1
27600,179,74,39,11.5,1,1
18000,163,60,40,11.5,0,1
13200,178,73,40,11.5,1,0
28800,182,130,57,12,1,1
15450,165,64,58,12,0,1
21900,185,88,31,11.5,1,0
22000,175,70,37,10.5,1,0
25960,190,76,31,10.5,1,1
28600,185,90,25,10.5,1,0
19400,158,55,48,9,0,1
36200,178,100,47,11.5,1,1
66214,190,97,56,12,1,1
125031,175,74,37,14.5,1,1
41361,174,90,36,18,1,1
32440,183,83,56,10.5,1,1
35100,178,95,46,11,1,0
42000,180,135,53,10.5,1,0
38600,180,73,56,10.5,1,1
38700,178,75,44,11.5,1,0
22390,171,74,42,10.5,1,0
44850,180,128,54,14.5,1,1
20000,179,94,53,10.5,0,1
37000,166,68,40,11.5,0,1
58800,180,85,34,11.5,1,1
39200,169,66,31,13,1,0
32500,208,122,34,12,1,0
33700,180,98,34,16,1,1
43200,186,75,38,18,1,0
55960,178,80,51,16,1,0
59982,180,73,45,15,1,1
59078,189,92,43,12,1,1
49230,166,102,42,11.5,0,1
29000,176,70,44,11.5,1,1
36262,169,77,49,10.5,1,1
47200,190,87,34,16,1,1
47100,165,75,55,18,0,0
24000,180,70,44,11.5,1,0
45000,178,83,41,12,1,1
47900,192,81,41,14,1,1
35200,168,80,40,10.5,1,1
90582,195,103,45,11.5,1,1
37640,175,69,37,11.5,0,0
34556,174,81,43,10.5,1,1
36000,173,115,48,11,1,1
24000,176,100,27,12,1,1
24860,182,106,46,10.5,1,1
20400,184,95,25,10.5,1,0
67500,168,61,42,18,0,1
30000,180,93,51,18,1,0
18075,160,60,47,12,0,1
76314,180,72,49,12,1,1
30000,184,104,47,18,1,1
38400,160,68,48,18,0,1
29547,163,68,27,15,0,0
30780,186,95,52,11.5,1,1
72900,193,107,55,15,1,1
15600,175,66,40,10.5,1,1
54600,174,75,56,11.5,0,1
64620,176,70,46,16,1,1
37300,190,90,38,11.5,1,1
35400,178,75,39,10.5,0,1
50800,178,79,42,12,1,1
18000,170,66,40,9,0,0
31500,186,80,44,11,1,0
35100,176,76,46,11.5,0,0
30000,178,80,50,10,1,0
47000,178,80,42,14,1,0
48280,168,80,48,18,0,1
18600,170,55,39,12,0,1
33197,172,64,35,14.5,0,0
54000,186,91,38,14,1,0
17510,198,71,36,18,1,0
37200,178,88,45,10.5,1,1
29500,177,92,30,11.5,1,1
20500,177,80,37,11.5,1,1
38950,178,76,45,14.5,1,1
60000,186,70,45,15,1,1
34800,186,105,35,16,1,1
44340,181,89,43,11.5,1,1
29040,158,62,59,18,0,0
72000,180,95,58,16,1,1
26220,175,85,43,10.5,1,0
42000,175,74,31,14.5,1,1
91240,184,99,44,18,1,1
49200,187,91,44,13,1,1
57200,180,81,42,13,1,1
48010,170,110,51,11,1,1
27360,190,89,23,14.5,1,0
77000,168,60,40,18,0,1
26400,180,76,39,15,1,1
32200,170,52,39,14.5,0,0
72800,178,78,40,18,1,0
26400,179,100,64,10.5,1,1
24000,176,110,30,11.5,1,0
54269,170,78,55,11,1,1
44600,184,86,41,10.5,1,1
27900,178,80,61,10.5,1,1
20400,164,65,53,10.5,0,1
30000,179,75,33,9,1,0
18550,179,80,30,9,1,0
24800,165,90,37,10.5,0,0
15600,171,68,49,10.5,0,1
53650,172,90,59,10.5,1,1
48000,168,64,50,10,0,1
63000,179,85,51,10.5,1,1
17950,181,60,40,12,0,1
41600,187,86,32,18,1,1
39338,165,58,56,11.5,0,1
30224,174,78,61,11,0,0
110000,190,94,60,18,1,1
138700,183,80,45,18,1,1
45188,168,59,38,15,0,1
21600,186,94,32,10.5,1,1
65400,178,83,47,16,1,0
26600,179,83,48,9,1,0
42151,175,88,54,11.5,1,0
51400,180,90,47,10.5,1,1
16200,164,80,39,9,0,1
33100,173,72,39,11.5,1,1
44800,188,108,61,10.5,1,1
30000,175,75,41,10.5,1,1
35450,167,64,41,10.5,1,1
26400,178,77,49,10.5,1,0
28450,170,79,47,12,0,0
24850,183,65,22,10.5,1,0
15650,182,70,38,10.5,0,0
61005,164,95,61,18,0,0
27634,182,75,48,13,1,0
36000,180,70,46,18,1,1
42015,173,55,46,18,0,0
22344,180,80,53,12,1,1
37585,194,120,47,9,1,0
28600,168,59,48,15,0,0
27300,175,60,53,13,1,0
16252,180,74,45,9,1,0
49877,170,68,46,10,0,0
30600,180,110,53,11.5,1,1
18000,168,75,53,12,0,1
24008,170,70,58,12,0,0
31499,178,72,47,11.5,1,0
33200,178,135,48,9,1,1
21200,165,75,56,13,0,1
51400,178,100,57,11,1,1
26400,185,97,47,13,1,0
43650,186,84,32,10.5,1,0
33600,173,65,52,13,1,1
46200,168,55,45,18,0,0
21220,175,72,31,10,1,0
25600,178,106,51,18,1,1
18000,178,90,49,12,1,1
23600,167,68,48,11.5,0,1
19200,173,68,60,11.5,1,1
19200,176,66,28,11.5,0,0
36300,186,72,61,10.5,1,1
37330,172,73,60,18,1,0
18000,188,93,47,11.5,1,0
39596,164,72,46,11.5,0,0
17477,150,47,43,13,0,0
20440,162,54,26,16,0,1
19200,169,68,58,13,1,0
39900,160,82,57,13,0,0
34484,189,92,60,11.5,1,0
21621,179,60,43,18,0,0
52800,185,84,54,16,1,1
42000,188,89,37,18,1,1
31400,186,77,51,12,1,1
30000,172,64,40,11.5,0,0
15614,189,90,44,11,1,1
27000,182,83,47,12,1,1
12200,159,70,46,10.5,0,1
31050,173,90,27,10.5,1,1
25256,171,79,60,10.5,1,0
26600,187,105,53,10.5,1,1
46196,184,102,46,12,1,1
13979,172,85,36,10.5,1,0
35600,174,85,49,11.5,1,1
32500,180,90,44,10.5,1,0
42721,165,80,42,15,0,0
27450,169,59,49,11,0,0
23400,176,93,53,11,0,1
19200,163,76,56,10.5,0,1
32556,157,57,48,16,0,0
37900,180,100,49,12,1,1
44702,179,122,60,12,1,1
136800,183,84,50,18,1,1
32660,183,100,56,10.5,1,0
28830,177,83,40,14.5,1,0
37800,176,90,55,10.5,1,0
103639,176,77,51,16,1,0
32000,192,115,41,9,1,0
22800,180,90,42,10.5,1,1
84000,179,108,59,11,1,1
31200,167,68,58,12,0,1
30500,175,70,59,10.5,0,1
24180,162,52,39,11.5,0,1
12400,176,85,41,12,1,1
25200,172,73,26,10.5,1,1
44000,176,108,54,11.5,1,1
24080,162,72,54,11.5,0,1
55000,175,76,55,15,1,1
29600,163,52,56,15,0,1
32300,168,57,28,16,0,0
55064,182,85,48,15,1,1
48000,175,75,51,18,1,1
21696,172,74,51,18,0,1
58056,176,63,46,18,0,1
58426,174,64,44,15,1,1
28896,183,105,44,12,1,1
38060,178,69,38,18,1,0
33600,162,55,34,18,0,1
44939,177,70,37,18,0,0
38850,182,88,39,18,1,0
35200,178,72,38,18,0,0
36854,168,68,58,11.5,1,1
32200,154,58,53,10.5,0,0
32000,173,74,42,10.5,1,0
82300,169,58,37,18,0,1
93600,178,78,37,18,1,0
22700,175,83,54,18,1,0
42000,179,66,55,11,1,0
18200,162,92,46,11.5,0,0
41300,182,65,29,13,1,0
95000,175,79,40,18,1,1
21600,168,63,57,17,0,0
28600,155,61,54,15,0,0
26506,180,78,39,15,1,1
13200,161,94,60,9,0,0
72000,181,82,54,18,1,1
51720,174,58,53,18,0,1
86000,176,76,38,18,1,0
69900,173,68,33,16,0,0
96000,192,98,60,12,1,1
76200,183,89,60,13,1,1
26289,174,63,41,17,0,0
30000,165,65,53,15,0,1
45687,178,68,56,16,1,1
74400,175,81,50,13.5,1,1
46800,180,90,47,13.5,1,1
34140,180,150,46,11.5,1,1
48388,169,139,55,10.5,0,1
36200,171,70,50,12,1,0
52624,163,60,48,12,0,0
23580,168,72,33,18,0,0
39300,190,95,34,18,1,0
45900,175,80,51,11,1,1
44200,175,71,51,11,1,0
28806,189,120,43,10.5,1,1
14400,163,62,39,12,0,1
25860,180,95,46,13,1,1
28800,176,79,49,9,1,0
57600,174,70,60,18,1,1
34800,167,70,52,16,0,1
86000,169,74,33,18,0,1
101000,192,93,35,18,1,1
17600,193,104,41,17,1,0
49600,178,82,53,11.5,1,0
36075,196,112,60,10.5,1,1
39500,196,123,35,11.5,1,0
28900,168,70,32,11.5,1,0
48350,175,81,60,15,1,1
28665,168,70,36,10.5,0,0
19080,170,71,32,14.5,0,1
36500,180,72,31,16,1,1
21020,172,66,30,7,1,0
30500,178,80,40,11.5,1,0
21800,172,68,31,11.5,0,1
46528,185,90,36,11.5,1,1
33600,174,65,49,12,0,0
42600,186,92,48,11.5,1,0
26900,183,87,41,10.5,1,1
35113,175,80,30,16,1,1
42180,170,64,29,18,0,1
26400,170,65,49,15,0,1
54000,172,81,49,18,1,1
28256,171,56,27,14.5,0,0
30000,182,93,35,9,1,1
64000,187,78,41,18,1,1
55600,195,110,35,13,1,1
44900,167,64,36,18,0,1
16800,172,60,60,10.5,1,0
37900,174,70,63,10.5,1,0
28200,174,77,29,11.5,1,1
41650,168,95,54,11.5,0,1
38350,183,105,45,12,1,0
31200,183,83,43,10.5,1,1
38400,193,100,45,12,1,1
25000,181,90,54,12,1,1
43280,168,70,44,11.5,0,0
63700,185,90,40,11.5,1,0
96000,181,95,60,11.5,1,0
18500,158,61,35,10.5,0,1
18828,174,75,35,11.5,1,1
63100,183,93,53,11,1,1
18300,167,65,46,11.5,0,0
30000,163,68,51,10,0,1
25200,185,78,48,11.5,1,1
55000,182,105,50,18,1,0
22090,165,54,49,16,0,0
55580,185,76,48,10.5,1,1
36015,180,91,42,12,1,1
18528,168,69,40,11.5,0,1
66800,200,145,43,18,1,1
25939,187,107,37,11.5,1,0
37400,160,100,48,10.5,0,0
28617,172,95,56,10.5,1,1
19079,173,90,21,11.5,1,0
35500,178,105,51,10.5,1,1
15456,160,64,46,12,0,1
24000,168,92,50,11.5,0,0
17766,168,70,58,11.5,0,1
36112,167,70,49,15,0,0
21450,172,79,46,10.5,1,1
50448,182,83,56,18,1,1
58620,176,73,43,13,1,1
92500,182,103,53,18,1,1
34400,184,100,57,10.5,1,1
44200,172,56,46,13.5,0,0
39240,192,120,39,11.5,1,1
28570,168,57,51,15,0,1
36000,185,87,44,11.5,1,1
39140,184,155,47,12,1,1
33500,166,79,46,10.5,0,1
96000,182,70,47,16,1,1
50400,177,80,63,18,1,1
54000,183,100,52,10.5,1,1
31850,178,86,48,15,1,1
33000,173,68,62,10.5,1,1
30879,187,89,42,16,1,1
45465,182,88,51,11.5,1,1
30000,177,82,55,10.5,1,1
36000,184,95,38,10.5,1,1
16800,186,91,30,11.5,1,1
38110,180,86,38,10.5,1,1
36000,164,58,44,15,0,1
26102,169,85,43,12,0,1
85200,189,88,55,18,1,1
36003,162,54,55,16,0,0
25300,177,60,28,14.5,1,0
